acousticness,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.829,['Lucho Oliva'],0.635,176875,0.43,0.00636,3,0.152,-11.039,0,En Vano,3,01-01-1948,0.0401,159.09,0.948,1948
0.995,"['Suraiya', 'G. M. Durrani']",0.523,194188,0.103,3.81E-05,5,0.233,-10.456,1,Mere Ansuon Meri Hasrato,0,01-01-1948,0.114,131.198,0.611,1948
0.995,['Suraiya'],0.501,181840,0.344,0.912,7,0.178,-9.45,0,Din Pe Din Beet Jaye,0,31-12-1948,0.074,73.31,0.598,1948
0.864,"['Camille Saint-Saëns', 'Charles Münch', 'New York Philharmonic']",0.229,532947,0.208,0.849,8,0.102,-17.883,1,"Symphony No. 3 in C Minor, Op. 78 ""Organ"": I. Adagio - Allegro moderato",4,1949,0.0416,132.885,0.158,1949
0.985,"['Salvatore Cardillo', 'Mario Lanza', 'Constantine Callinicos']",0.179,155280,0.374,0.000169,3,0.14,-8.546,1,Core 'ngrato,1,1949,0.033,76.223,0.275,1949
0.988,"['André Gide', 'Jean Amrouche']",0.594,724927,0.293,0.00472,8,0.232,-20.61,1,"""Les Faux-monnayeurs"": Composition...",0,1949,0.875,72.326,0.626,1949
0.984,"['Pietro Mascagni', 'Richard Tucker']",0.18,211600,0.272,0.00111,8,0.618,-12.752,0,"Cavalleria Rusticana: ""Mamma, mamma! Quel vino è generoso""",0,1949,0.0541,64.82,0.175,1949
0.891,"['Colette', 'André Parinaud', 'Robert Casadessus']",0.664,639960,0.184,0,7,0.285,-15.011,1,Dualité de Colette et Claudine,0,1949,0.953,85.639,0.463,1949
0.846,['Shamshad Begum'],0.564,211867,0.29,5.37E-05,5,0.358,-10.134,1,Do Char Din Pyar Se,0,31-12-1949,0.47,85.546,0.569,1949
0.992,['Giacomo Rondinella'],0.261,167053,0.276,0.00965,7,0.315,-16.571,1,Sulo,0,01-01-1949,0.0572,80.677,0.0909,1949
0.981,"['Irving Berlin', 'Johnny V. R. Thompson', 'Allyn McLerie', 'Miss Liberty Ensemble', 'Jay Blackton']",0.243,173093,0.175,0.000128,0,0.14,-14.149,1,Miss Liberty: Paris Wakes Up and Smiles,0,1949,0.0409,80.666,0.226,1949
0.787,"['Giuseppe Verdi', 'Arturo Toscanini']",0.411,53013,0.408,0.469,2,0.3,-11.397,0,Aida: Traditor!,0,1949,0.0855,136.957,0.403,1949
0.827,['Shanta Kunwar'],0.528,212287,0.471,0.00355,9,0.391,-9.84,1,Armaan Loot Gaye Hae,0,31-12-1949,0.0424,131.875,0.71,1949
0.802,['Lead Belly'],0.409,193123,0.672,0.494,9,0.313,-8.601,1,John Henry,0,1949,0.0409,145.218,0.731,1949
0.91,"['Jay Blackton', 'Laurence Guittard', 'Christine Andreas']",0.27,257107,0.16,0.000388,9,0.0963,-17.246,1,"People Will Say We're in Love (From ""Oklahoma!"")",1,1949,0.0342,78,0.203,1949
0.965,"['Fromental Halévy', 'Richard Tucker', 'Wilfrid Pelletier']",0.237,259867,0.18,5.10E-06,5,0.0963,-14.207,0,"La Juive: ""Rachel, quand du seigneur""",0,1949,0.0397,92.726,0.149,1949
0.995,['Robin Majumdar'],0.589,183347,0.185,0.93,11,0.106,-17.535,1,Moni Maniker Pasara,0,31-12-1949,0.0753,130.33,0.551,1949
0.993,['Dilip Dholakia'],0.459,194252,0.282,0.306,7,0.337,-8.994,1,Bhala Bhalae Bhool Kari,0,02-03-1949,0.148,64.849,0.417,1949
0.778,['Bourvil'],0.637,194533,0.345,0,3,0.0793,-10.125,1,Ma place,1,1949,0.153,80.075,0.648,1949
0.995,['Sulochana Kadam'],0.754,173964,0.351,0.756,0,0.126,-9.378,0,Jahan Koi Na Ho Wahan Chalenge Ham,0,31-12-1949,0.111,148.899,0.96,1949
0.993,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",0.502,147333,0.252,0.0138,7,0.155,-12.196,1,"Die Entführung aus dem Serail, K. 384, Act II: ""Welche Wonne..""",0,1949,0.114,75.835,0.565,1949
0.858,['Lalita Dewoolkar'],0.513,241653,0.364,0.000199,9,0.155,-11.102,1,Dil Leke Bhaga,0,31-12-1949,0.0924,180.836,0.755,1949
0.974,"['Ernest Bloch', 'Isaac Stern', 'Alexander Zakin']",0.253,379267,0.206,0.729,7,0.159,-16.584,0,Baal Shem - Three PIctures of Chassidic Life: II. Nigun,0,1949,0.0421,104.804,0.0924,1949
0.959,['Mitch Miller & The Sing-Along Gang'],0.109,260867,0.273,0.000466,10,0.124,-14.77,1,"Silent Night, Holy Night",1,1949,0.0356,71.313,0.103,1949
0.991,['Κούλα Νικολαϊδου'],0.41,95935,0.311,4.77E-05,10,0.216,-9.951,1,Απόψε πάλι,0,01-01-1949,0.0394,96.012,0.505,1949
0.966,"['Johannes Brahms', 'Wilhelm Furtwängler', 'Wiener Philharmoniker']",0.127,197813,0.218,0.921,10,0.335,-15.989,1,"Brahms: Variations on a Theme by Haydn, Op. 56a ""St. Antoni Chorale"": Variation VII. Grazioso",0,1949,0.036,147.935,0.116,1949
0.946,"['Nikolai Rimsky-Korsakov', 'Mario Lanza', 'Constantine Callinicos']",0.238,239253,0.301,0.000918,1,0.109,-9.804,1,Sadko: Song of India,1,1949,0.0314,93.734,0.269,1949
0.959,"['Ralph Vaughan Williams', 'Leopold Stokowski', 'New York Philharmonic']",0.113,517733,0.0173,0.888,0,0.116,-34.677,1,Symphony No. 6 in E Minor: IV. Epilogue,0,1949,0.0444,93.826,0.0346,1949
0.984,"['Aaron Copland', 'Martha Lipton']",0.372,136133,0.152,0.000174,1,0.0982,-13.61,1,Twelve Poems of Emily Dickinson: IX. I felt a funeral in my brain,0,1949,0.063,173.447,0.051,1949
0.669,"['Anton Bruckner', 'Wiener Philharmoniker', 'Hans Knappertsbusch']",0.167,1220467,0.123,0.217,11,0.289,-20.217,1,"Symphony No. 7 in E Major, WAB 107 (Modified 1885 Version, Ed. A. Gutmann): I. Allegro moderato [Live]",0,30-08-1949,0.04,104.871,0.039,1949
0.876,"['George Gershwin', 'Mary Martin', 'Girl Crazy Ensemble (1952)', 'Lehman Engel']",0.426,173533,0.302,0,7,0.522,-11.286,1,Girl Crazy: Boy! What Love Has Done to Me,1,1949,0.0437,85.654,0.408,1949
0.536,['Munawwar Sultana'],0.61,167027,0.455,8.53E-05,5,0.419,-9.605,0,Dil ko rahat nahin qarar nahin,0,01-01-1949,0.0701,76.89,0.472,1949
0.838,['Lead Belly'],0.599,65698,0.321,0,2,0.156,-9.407,0,Come And Sit Down Beside Me,0,1949,0.0354,87.006,0.919,1949
0.849,['Hariram'],0.618,203314,0.202,1.05E-06,0,0.413,-18.214,1,Gagar Gai Bharne Sakhi,0,31-12-1949,0.0461,81.032,0.935,1949
0.988,"['Giacomo Puccini', 'Richard Tucker', 'Dorothy Kirsten', 'Fausto Cleva']",0.179,221013,0.212,0.0095,4,0.124,-12.348,1,"La bohème, Act I:""O soave fanciulla""",0,1949,0.0402,83.141,0.0507,1949
0.979,['Charles Mingus'],0.248,245133,0.219,0.905,5,0.123,-13.591,0,Inspiration,3,1949,0.0292,76.779,0.0946,1949
0.948,"['Joaquín Rodrigo', 'Andrés Segovia']",0.479,225019,0.137,0.74,4,0.236,-24.695,1,Fandango,0,01-01-1949,0.0383,90.29,0.485,1949
0.937,"['Giuseppe Verdi', 'Arturo Toscanini']",0.274,100573,0.123,7.06E-05,1,0.246,-19.687,1,Aida: Vedi? Di morte l'angelo,0,1949,0.0456,72.428,0.238,1949
0.978,"['Giuseppe Verdi', 'Arturo Toscanini']",0.15,266787,0.116,0.00372,3,0.108,-19.381,1,"Aida: Nume, custode e vindice",0,1949,0.036,60.015,0.169,1949
0.987,"['Giacomo Puccini', 'Richard Tucker', 'Fausto Cleva [Conductor]']",0.274,275840,0.251,9.48E-06,7,0.246,-12.113,1,"La Bohême, Act I: ""Che gelida manina""",0,1949,0.0401,126.229,0.11,1949
0.941,"['Giuseppe Verdi', 'Arturo Toscanini']",0.203,98507,0.103,0.0218,2,0.364,-23.632,0,Aida: Qui Radamès verrà!,0,1949,0.0425,81.033,0.103,1949
0.952,['Ezio Pinza'],0.243,180693,0.234,0.00182,0,0.0964,-13.954,1,"Some Enchanted Evening - from ""South Pacific, 1949""",0,1949,0.0394,90.851,0.222,1949
0.798,"['Franz von Suppé', 'London Philharmonic Orchestra', 'Sir Georg Solti']",0.241,494053,0.268,0.000536,2,0.0708,-11.583,1,Poet and Peasant: Overture,0,1949,0.0512,87.945,0.244,1949
0.996,"['Suraiya', 'Mukesh']",0.362,190880,0.232,0.883,3,0.129,-14.586,1,Badra Ki Chhaon Tale,0,01-01-1949,0.14,66.599,0.498,1949
0.953,"['N. S. Krishnan', 'T A Madhuram']",0.602,197240,0.408,0.0208,1,0.124,-8.579,1,Vignanathai,0,01-12-1949,0.48,67.748,0.816,1949
0.994,"['Lalita Phadke', 'Balakram']",0.805,167787,0.269,0.546,8,0.122,-9.15,0,Bachpan Mera Bachpan Tera,0,31-12-1949,0.487,101.197,0.835,1949
0.945,['Lead Belly'],0.702,202707,0.32,0.00118,5,0.68,-9.817,1,Whoa Buck,0,1949,0.353,75.967,0.465,1949
0.529,['Frank Wedekind'],0.663,140400,0.153,0,5,0.194,-29.06,1,Kapitel 20 - Der Kammersänger,0,12-03-1949,0.925,145.585,0.27,1949
0.73,"['Maurice Ravel', 'Pierre Monteux']",0.295,425453,0.21,0.57,2,0.0995,-16.411,1,Alborada del gracioso,0,1949,0.0501,127.926,0.122,1949
0.754,"['Cole Porter', 'Lisa Kirk', 'Harold Lang', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.29,189293,0.0796,0,10,0.115,-18.602,1,"Kiss Me, Kate: Why Can't You Behave?",0,1949,0.0356,88.372,0.263,1949
0.975,['Carlos Montoya'],0.689,153931,0.256,0.919,1,0.112,-15.805,1,Folias-Canarias,0,09-07-1949,0.085,113.942,0.704,1949
0.995,"['A. R. Oza', 'Geeta Dutt']",0.631,182822,0.135,0.625,5,0.154,-11.052,0,Rog Na Parakhan Kar Jo,0,03-06-1949,0.718,175.776,0.727,1949
0.914,"['Wolfgang Amadeus Mozart', 'London Philharmonic Orchestra', 'Eduard van Beinum']",0.158,293720,0.0339,0.501,7,0.0986,-26.356,1,"Symphony No. 35 in D Major, K.385 ""Haffner"": 2. Andante",0,01-01-1949,0.0438,72.161,0.0846,1949
0.721,"['Edward Elgar', 'Andrew Davis', 'Philharmonia Orchestra']",0.271,396867,0.272,0.871,7,0.117,-15.258,1,"Pomp and Circumstance Marches, Op. 39: No. 1: Allegro, con molto fuoco",0,1949,0.0371,116.079,0.191,1949
0.897,"['Benjamin Britten', 'André Previn', 'St. Louis Symphony']",0.147,465200,0.121,0.94,2,0.555,-19.228,1,"Sinfonia Da Requiem, Op. 20: I. Lacrymosa",0,1949,0.039,138.526,0.0357,1949
0.819,['Lead Belly'],0.619,93440,0.361,3.25E-06,10,0.198,-11.428,0,Skip To My Lou,0,1949,0.0406,111.662,0.874,1949
0.992,['Robin Majumdar'],0.491,165600,0.165,0.0323,6,0.115,-18.182,1,Bhalobasi Bole Sarati Jiba,0,01-12-1949,0.045,75.256,0.296,1949
0.941,"['Ernesto DeCurtis', 'Mario Lanza', 'Constantine Callinicos']",0.197,171587,0.451,0.00143,9,0.219,-8.465,1,Non ti scordar di me,0,1949,0.0358,85.785,0.438,1949
0.977,"['Giuseppe Verdi', 'Richard Tucker', 'Max Rudolf']",0.231,509733,0.218,0.00477,1,0.0754,-14.891,1,Otello: Già nella notte,0,1949,0.0411,94.561,0.0394,1949
0.972,"['Sergei Prokofiev', 'Isaac Stern']",0.466,110840,0.0111,0.717,4,0.105,-31.184,0,"Romeo and Juliet, Op. 75: 9. Dance of the Girls With Lilies",0,1949,0.0506,116.155,0.196,1949
0.949,"['Giuseppe Verdi', 'Vienna State Opera Orchestra', 'Nello Santi']",0.294,320960,0.175,2.59E-05,0,0.106,-16.809,1,"I due Foscari: Notte! Perpetua notte che qui regni! - Non maledirmi, o prode",0,1949,0.0557,78.989,0.13,1949
0.98,['Amirbai Karnataki'],0.538,202800,0.332,0.717,5,0.203,-13.388,0,O Mere Chhail Chhabile,0,01-01-1949,0.109,124.818,0.793,1949
0.994,['Geeta Dutt'],0.668,189386,0.14,0.0177,0,0.297,-8.661,0,Pake Nazron Ka Ishara,0,31-12-1949,0.062,108.328,0.637,1949
0.989,['Purshottam'],0.367,193486,0.262,1.21E-05,7,0.452,-10.532,0,Dil Gawa Baithe Dil Lagane Se,0,31-12-1949,0.0818,176.206,0.42,1949
0.958,['Bourvil'],0.68,189587,0.393,0,2,0.119,-9.21,1,Adèle,14,1949,0.039,83.77,0.76,1949
0.727,['Manna Dey'],0.466,126893,0.344,1.97E-06,8,0.147,-12.107,1,Duniya To Yeh Kahti Hai,0,01-01-1949,0.034,139.721,0.578,1949
0.961,"['Consuelo Torres Ortiz Velazquez', 'Mario Lanza', 'Ray Sinatra']",0.362,198653,0.326,1.41E-05,7,0.187,-8.659,0,Bésame mucho,2,1949,0.0338,131.902,0.433,1949
0.995,"['Shanti Sharma', 'Harish']",0.53,196304,0.209,0.0191,1,0.171,-11.05,1,Chand Ki Bindiya Laga Kar,0,31-12-1949,0.366,63.213,0.786,1949
0.826,['Nasim Begum'],0.419,200673,0.492,0,0,0.483,-8.134,0,Mukhre peh sehra dale aajao ane wale,0,01-01-1949,0.0652,171.398,0.769,1949
0.97,['Nilla Pizzi'],0.476,166240,0.123,0,8,0.152,-16.866,0,Canzone Da Due Soldi,5,01-01-1949,0.0799,175.339,0.573,1949
0.922,"['Marvin Hamlisch', 'Various Artists', 'Don Pippin']",0.549,161893,0.257,0,11,0.151,-14.272,1,A Chorus Line: Montage Part 2: Mother,0,1949,0.0958,115.605,0.515,1949
0.994,"['Bing Crosby', 'Victor Young & His Orchestra']",0.549,189173,0.112,0.101,3,0.108,-15.184,1,It Ain't Necessarily So,1,01-01-1949,0.0544,93.035,0.353,1949
0.965,"['Johannes Brahms', 'Isaac Stern']",0.239,633867,0.136,0.264,7,0.0718,-18.137,1,"Violin Sonata No. 1 in G Major, Op. 78: I. Vivace ma non troppo",0,1949,0.0409,102.966,0.115,1949
0.994,['Amirbai Karnataki'],0.779,183253,0.149,0.243,9,0.118,-6.148,1,Sati Ne Mann Pati Paramatman Chhe,0,01-05-1949,0.21,117.197,0.965,1949
0.989,['Sudha Malhotra'],0.46,206007,0.0969,0.003,9,0.319,-8.52,1,Ae Bekal Bechain Nadiya,0,31-12-1949,0.0839,137.997,0.241,1949
0.959,['Moriche Patiño'],0.522,194867,0.229,0.4,2,0.147,-15.475,1,Quieras,0,17-09-1949,0.0552,125.553,0.623,1949
0.983,"['Aaron Copland', 'Martha Lipton']",0.456,96800,0.171,0.000431,2,0.142,-12.216,1,Twelve Poems of Emily Dickinson: II. There came a wind like a bugle,0,1949,0.061,88.073,0.357,1949
0.799,"['Richard Arnell', 'Royal Philharmonic Orchestra', 'Sir Thomas Beecham']",0.34,337600,0.242,0.925,7,0.0765,-16.286,1,"Punch and the Child, Op. 49: Scene I: Overture - Child's Dance - Storm - Punch and the Child",0,1949,0.0418,127.487,0.139,1949
0.477,['Alejandro Cardona'],0.476,144289,0.687,0.747,0,0.164,-7.909,1,Barba Azul,5,1949,0.074,147.681,0.79,1949
0.945,"['Alexander Scriabin', 'Pierre Monteux']",0.347,37013,0.282,0.00658,8,0.201,-14.831,1,"Symphony No. 4 in C Major, Op. 54 ""Le Poème de l'extase"": VI. Allegro volando",0,1949,0.0365,125.635,0.0754,1949
0.922,['Veronica Gonzalez Day'],0.502,111087,0.139,0,4,0.11,-9.176,1,Himno al amor,0,1949,0.0367,92.51,0.376,1949
0.965,"['George Gershwin', 'Mary Martin', 'Girl Crazy Ensemble (1952)', 'Lehman Engel']",0.339,231400,0.113,2.02E-05,7,0.295,-18.689,1,Girl Crazy: Bidin' My Time,0,1949,0.0386,75.116,0.124,1949
0.703,['Noe Fajardo Y Su Orquesta'],0.404,174028,0.478,0.936,7,0.34,-8.006,1,Alma Jarocha,0,1949,0.0721,142.232,0.812,1949
0.963,"['Freire', 'Osman', 'Perez', 'Mario Lanza', 'Ray Sinatra']",0.228,165800,0.38,0.000164,3,0.242,-8.264,1,Ay-ay-ay,0,1949,0.0337,84.158,0.369,1949
0.617,['Frank Wedekind'],0.654,128100,0.211,0,0,0.346,-30.142,0,Kapitel 19 - Der Kammersänger,0,12-03-1949,0.808,114.227,0.241,1949
0.971,['Aaron Copland'],0.674,87773,0.427,0.00604,2,0.108,-10.479,1,Old American Songs (Set 2): Ching-a-ring Chaw (Minstrel Song),0,1949,0.284,152.306,0.937,1949
0.844,"['Cole Porter', 'Annabelle Hill', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']",0.707,103200,0.383,0,5,0.728,-11.447,1,"Kiss Me, Kate: Another Op'nin, Another Show",0,1949,0.171,52.258,0.819,1949
0.952,"['Claude Debussy', 'Zino Francescatti']",0.357,216373,0.257,0.575,4,0.187,-18.334,0,"Violin Sonata in G Minor, L 140: III. Finale. Très animé",0,1949,0.0456,104.785,0.25,1949
0.876,['Alcides Briceño'],0.407,203173,0.304,0.144,9,0.0928,-16.619,1,Cenizas,0,17-09-1949,0.0542,119.22,0.419,1949
0.758,['Acerina Y Su Danzonera'],0.43,175200,0.611,0.866,0,0.383,-10.105,1,Chuchita,7,1949,0.0581,132.772,0.754,1949
0.0548,['Future Rapper'],0.454,420000,0.528,0.557,1,0.556,-14.32,1,Strom Watcher,0,17-02-1949,0.12,105.688,0.184,1949
0.993,"['A. P. Komala', 'Ghantasala']",0.643,170507,0.509,0.106,10,0.403,-7.466,1,Oho Raja Sukumaara,0,01-12-1949,0.082,81.85,0.858,1949
0.989,"['Ludwig van Beethoven', 'Claudio Arrau']",0.361,575227,0.153,0.909,0,0.084,-18.864,1,"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo - Allegretto moderato",4,1949,0.0327,109.977,0.0924,1949
0.98,['Os Cariocas'],0.693,161222,0.171,0.00983,9,0.248,-15.86,1,Nova Ilusão,0,20-03-1949,0.0385,114.499,0.661,1949
0.924,['Hariram'],0.625,196255,0.129,0,9,0.214,-17.751,1,Yeh To Bata,0,31-12-1949,0.0867,78.106,0.743,1949
0.951,"['Shamshad Begum', 'Sailesh Mukherjee']",0.525,209266,0.266,0.292,6,0.149,-8.599,0,Naino Se Nain Mila Ke,0,31-12-1949,0.0962,69.721,0.532,1949
0.969,"['Giuseppe Verdi', 'Richard Tucker', 'Fausto Cleva']",0.338,302080,0.31,1.28E-05,8,0.285,-10.967,1,"Luisa Miller, Act II: ""Quando le sere al placido""",0,1949,0.0455,137.632,0.173,1949
0.972,['Totò'],0.583,116793,0.45,7.01E-06,11,0.344,-12.338,1,"Miss, mia cara miss",0,01-01-1949,0.112,74.839,0.963,1949
0.994,['Pushpa Hans'],0.462,277280,0.395,0.0821,1,0.106,-18.612,1,Tohe Dil Ki Kasam,0,31-12-1949,0.0873,109.047,0.729,1949
0.589,['Noe Fajardo Y Su Orquesta'],0.391,159881,0.489,0.889,8,0.337,-8.496,1,España,0,1949,0.0666,140.033,0.508,1949
0.83,"['Erik Satie', 'Efrem Kurtz', 'Houston Symphony']",0.427,169147,0.209,0.72,0,0.544,-16.221,1,Parade: II. Petite fille américaine,1,1949,0.0331,92.815,0.37,1949
0.994,['Suraiya'],0.609,210040,0.122,0.0121,4,0.405,-13.724,1,Are Kismet Ki Baat,0,01-01-1949,0.0861,75.825,0.38,1949
0.995,"['Fernando Sor', 'Andrés Segovia']",0.629,101653,0.0649,0.926,11,0.0921,-24.904,1,Minuetto op.15,0,01-01-1949,0.0398,81.443,0.421,1949
0.782,['Эрнест Хемингуэй'],0.633,106471,0.261,0,1,0.235,-16.389,1,"Часть 1.4 & Часть 2.1 - За рекой, в тени деревьев",0,1950,0.797,167.679,0.655,1950
0.988,"['Ottorino Respighi', 'London Symphony Orchestra', 'Ernest Ansermet']",0.42,232933,0.0909,0.786,10,0.104,-19.388,1,"La boutique fantasque, P. 120 (after Rossini): Danse cosaque - Valse brillante",0,01-01-1950,0.0409,123.089,0.227,1950
0.993,['Balbir'],0.394,177981,0.258,0.077,5,0.153,-9.779,0,Bhagwan Tere Zulm Ki,0,31-12-1950,0.11,74.761,0.34,1950
0.73,['Эрнест Хемингуэй'],0.618,125300,0.272,0,6,0.146,-18.515,1,"Часть 85.2 - За рекой, в тени деревьев",0,1950,0.731,67.141,0.449,1950
0.993,['Stauros Tzouanakos'],0.475,188600,0.407,0.0134,9,0.116,-13.011,1,To parasito,0,01-01-1950,0.0492,74.13,0.594,1950
0.641,['Percy Faith & His Orchestra'],0.357,141800,0.533,0.483,7,0.304,-11.814,1,Flight 33 1/3,1,01-01-1950,0.0366,168.546,0.793,1950
0.953,['Mohammed Rafi'],0.464,188016,0.266,0.019,10,0.145,-13.004,0,Bahot Purdard Hai Ae Sunnewalo,0,01-01-1950,0.0905,129.486,0.537,1950
0.949,"['Sotiria Bellou', 'Καλλιγέρη', 'Δημήτρης Σέμσης']",0.622,195280,0.594,0.00311,10,0.248,-6.134,1,Μια φορά στον κόσμο ζούμε,0,01-01-1950,0.0456,95.3,0.885,1950
0.988,"['Sholom Secunda', 'Richard Tucker']",0.36,319000,0.277,1.29E-06,5,0.0991,-11.979,1,Passover Seder Festival: A Passover Service: Chad Gad'yo - Voice,0,1950,0.0561,93.56,0.308,1950
0.967,['Marika Fratzeskopoulou'],0.404,198187,0.379,0.0738,1,0.0976,-8.809,1,Melaxrinoula,0,01-01-1950,0.0352,126.524,0.559,1950
0.833,['Alekos Kitsakis'],0.522,207467,0.596,0,10,0.126,-10.329,1,Kainourgia logia mou hrthane,0,01-01-1950,0.0398,102.923,0.877,1950
0.924,"['Female Sundanese singer, katjapi player']",0.353,86880,0.116,0.119,10,0.397,-18.914,1,Udan Liris (Vocal with Katjapi),1,01-01-1950,0.0475,92.719,0.347,1950
0.742,['Эрнест Хемингуэй'],0.69,102800,0.276,0,0,0.277,-18.706,1,"Часть 85.3 - За рекой, в тени деревьев",0,1950,0.793,84.497,0.564,1950
0.86,['Manna Dey'],0.484,495647,0.368,4.81E-06,3,0.0932,-10.077,1,Yeh Khel Hain Taqdeer Ke,0,01-12-1950,0.0455,74.542,0.565,1950
0.893,['Marina Polixronopoulou'],0.539,211400,0.456,0.00258,0,0.0369,-9.444,0,Sti Roumeli,0,01-01-1950,0.0348,138.437,0.78,1950
0.712,['Panagiotis Plastiras'],0.511,144347,0.47,2.70E-05,9,0.159,-5.931,1,Gaitanaki,0,01-01-1950,0.0549,122.864,0.726,1950
0.993,['Δημήτρης Περδικόπουλος'],0.597,201080,0.384,0.0164,9,0.321,-9.293,1,Οι καιροί,0,01-01-1950,0.0335,81.513,0.708,1950
0.972,['Stélios Kazantzídis'],0.558,211453,0.279,0.00838,10,0.153,-10.212,1,To kourasmeno mou to soma,0,01-01-1950,0.0412,118.909,0.747,1950
0.991,['Geeta Dutt'],0.559,158333,0.118,0.0492,10,0.324,-14.34,1,Hari Main To Prem Diwani,0,01-01-1950,0.0478,139.325,0.588,1950
0.941,"['Leonard Bernstein', 'Columbia Jazz Combo']",0.593,107067,0.0707,0.538,3,0.122,-23.831,1,"Prelude, Fugue & Riffs: II. Fugue",0,1950,0.0611,157.251,0.574,1950
0.982,"[""Female N'Goundi soloist, girls' chorus""]",0.596,75707,0.348,0.425,10,0.0965,-20.64,1,"N'Goundi Girls' Song (Female Chorus, Handclapping)",0,01-01-1950,0.645,136.475,0.241,1950
0.961,"['Marc Lavry', 'Richard Tucker', 'Thomas Z. Shepard']",0.199,181547,0.384,0.00243,2,0.151,-10.759,0,Kinereth,0,1950,0.035,80.37,0.327,1950
0.985,['Νίτσα Μόλλυ'],0.401,182648,0.212,9.46E-05,0,0.206,-12.924,1,Σενιορίτα,0,01-01-1950,0.0349,96.717,0.624,1950
0.888,['Roza Eskenazi'],0.46,193880,0.429,0.00356,7,0.362,-10.092,1,Xronia sti ksenitia,0,01-01-1950,0.0419,132.727,0.835,1950
0.993,['Poza Eskenazi'],0.364,194889,0.131,0.0327,3,0.0957,-17.255,0,Sexnaz Manes,0,01-01-1950,0.13,64.226,0.491,1950
0.973,"['Female Okandi chorus, three male drummers']",0.563,100653,0.54,0.527,10,0.091,-19.194,0,"Okandi Women's Song (Female Chorus, Drums)",0,01-01-1950,0.866,165.881,0.523,1950
0.993,['Danny Kaye'],0.399,1801274,0.0886,0.93,5,0.111,-34.957,1,The Great Donivitch Kayeoff,0,1950,0.664,56.445,0.344,1950
0.995,"['Heitor dos Prazeres', 'Paulo De Oliveira']",0.57,175293,0.305,0.939,6,0.185,-15.861,1,Vou Te Abandonar,0,1950,0.156,72.819,0.653,1950
0.878,['Alekos Dimou'],0.337,256240,0.266,0.00076,0,0.312,-13.317,0,H Xriso den efanike,0,01-01-1950,0.0408,108.871,0.329,1950
0.99,['Rita Ampatzi'],0.389,199000,0.214,0.00228,3,0.27,-13.23,1,Treis orfanes,0,01-01-1950,0.0489,170.305,0.837,1950
0.986,['Stavros Tzouanakos'],0.545,191253,0.39,0.0307,0,0.342,-18.454,1,Tha do kai ta xairia sou,0,01-01-1950,0.0597,87.92,0.935,1950
0.986,['Mixalis Thomakos'],0.29,129400,0.454,0.00319,3,0.218,-14.258,1,Me t'aidonia,0,01-01-1950,0.115,85.031,0.298,1950
0.995,"['Lata Mangeshkar', 'Mohammed Rafi']",0.448,197493,0.126,0.184,8,0.133,-14.176,1,Lagi Hai Aag Dil Men,0,01-12-1950,0.0432,72.969,0.489,1950
0.967,"['Luigi Denza', 'Richard Tucker', 'Nicolas Flagello', 'Columbia Symphony Orchestra']",0.247,184360,0.387,0,4,0.13,-10.159,0,Occhi turchini!,0,1950,0.0361,81.3,0.466,1950
0.969,['Geeta Dutt'],0.719,207182,0.0635,0,3,0.0937,-11.97,0,Bhulnewale Tujhe Apni Jafaon Ki,0,01-12-1950,0.39,118.64,0.781,1950
0.924,['Δημήτρης Περδικόπουλος'],0.51,199067,0.562,0.0204,4,0.187,-9.191,0,Παλεύω με τα κύματα,0,01-01-1950,0.0358,153.897,0.899,1950
0.976,"['Fotis Polimeris', 'Νίκος Γούναρης']",0.47,88468,0.275,3.16E-06,5,0.414,-11.307,1,Ήθελα να 'μουνα Αδάμ,0,01-01-1950,0.0702,181.717,0.927,1950
0.601,['Leonard Bernstein'],0.45,327333,0.578,0.00797,5,0.333,-12.274,1,On The Town: Dance: The Real Coney Island - Excerpt,0,1950,0.177,134.358,0.4,1950
0.952,"['Alec ""Guitar Slim"" Seward']",0.41,217427,0.0321,0,0,0.105,-15.439,1,It's My Desire,0,01-01-1950,0.0359,95.734,0.348,1950
0.957,['Ορχήστρα Σπύρου Περιστέρη'],0.603,193004,0.497,0,7,0.287,-6.345,1,Νησιώτικος συρτός,0,01-01-1950,0.0723,81.215,0.966,1950
0.886,['Thanasis Varsamas'],0.361,148827,0.479,0.134,7,0.311,-9.287,0,Fora ta maura,0,01-01-1950,0.0528,82.178,0.869,1950
0.964,['Talat Mahmood'],0.437,141333,0.16,0.0043,4,0.31,-21.701,0,Sundarta Ke Sabhi Shikari,0,01-01-1950,0.0438,113.368,0.644,1950
0.988,['Suraiya'],0.844,180707,0.304,0,4,0.132,-5.955,1,Gun Gun Bole Re Bhanwar,0,01-12-1950,0.0889,138.351,0.842,1950
0.805,['Richard Rodgers'],0.344,193280,0.224,0,0,0.511,-15.484,1,Bali Ha'i (2),1,1950,0.038,111.359,0.338,1950
