acousticness,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.995,['Tapi Dharma Rao'],0.477,180670,0.193,0.587,11,0.194,-10.811,1,"Karma Data Vasama (From ""Patni"")",0,31-12-1942,0.127,73.088,0.696,1942
0.0358,['Orchestra Studio 7'],0.76,203259,0.463,1.31E-05,4,0.221,-12.132,0,A città 'e pullecenella - Instrument and base Version,0,13-11-1942,0.18,97.397,0.962,1942
0.977,['Charlie Chaplin'],0.53,193824,0.209,0.604,10,0.115,-10.901,0,"The Lone Prospector, Big Jim & Black Larsen",1,1942,0.0533,109.746,0.519,1942
0.899,"['Asha Bhosle', 'Mohammed Rafi']",0.324,384587,0.524,0.452,2,0.379,-12.068,1,Aaram Hai Haraam,0,01-01-1942,0.0594,145.695,0.578,1942
0.99,"['Wolfgang Amadeus Mozart', 'Ezio Pinza', 'Margit Bokor', 'Wiener Philharmoniker', 'Bruno Walter']",0.383,167440,0.132,0.00787,10,0.542,-20.337,1,"Don Giovanni, K. 527 (Excerpts): Là ci darem la mano",0,01-01-1942,0.0693,109.379,0.237,1942
0.996,"['Johann Sebastian Bach', 'Claudio Arrau']",0.667,133867,0.113,0.879,7,0.207,-25.897,1,"Goldberg Variations, BWV 988: Variation IX - Canon at the Third",1,1942,0.0824,120.522,0.657,1942
0.952,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Carlo Tagliabue', 'Galliano Masini', 'Maria Caniglia', ""Orchestra Sinfonica dell'EIAR di Torino""]",0.37,194400,0.337,0.232,3,0.482,-9.265,1,"Verdi : La forza del destino : Act 4 ""Io muoio... Confessione!"" [Carlo, Alvaro, Leonora]",0,1942,0.118,72.06,0.119,1942
0.898,"['Jean Sibelius', 'Arturo Toscanini']",0.131,732120,0.278,0.926,2,0.722,-12.556,1,"Symphony No. 2 in D Major, Op. 43: IV. Finale. Allegro moderato",0,1942,0.0373,58.118,0.162,1942
0.988,"['Franz Liszt', 'Vladimir Horowitz']",0.289,397920,0.0581,0.929,11,0.107,-21.849,1,"Isoldes Liebestod from Tristan und Isolde, S. 447 (after Richard Wagner)",5,1942,0.0419,67.319,0.036,1942
0.24,['Mina'],0.529,152424,0.521,0,9,0.29,-15.19,1,Stringimi forte i polsi,1,13-11-1942,0.0368,90.312,0.888,1942
0.986,['Shanta Apte'],0.565,168693,0.346,0.000841,7,0.542,-8.591,1,Pani Ke Raja Machheriya Ho,0,31-12-1942,0.136,86.635,0.882,1942
0.995,['Uma Devi'],0.825,191013,0.109,0.433,4,0.121,-10.107,0,Mere Chhote Se Man Men,0,01-01-1942,0.465,128.942,0.837,1942
0.993,['Claudio Villa'],0.474,205688,0.313,0.341,10,0.146,-12.382,1,Rumba all'italiana,0,13-11-1942,0.0412,79.797,0.685,1942
0.982,['Giacomo Rondinella'],0.5,215824,0.139,0.00111,7,0.345,-18.223,1,Terra straniera,0,23-11-1942,0.0681,121.88,0.486,1942
0.963,"['Felix Mendelssohn', 'Arturo Toscanini']",0.227,275400,0.0901,0.0609,4,0.226,-23.816,1,"Incidental Music to A Midsummer Night's Dream, Op. 61: No. 12, Melodrama & Finale",0,1942,0.0447,81.427,0.0412,1942
0.967,['Charlie Chaplin'],0.34,253500,0.23,0.802,8,0.683,-12.727,0,Hustling and Shovelling / New Year's Eve,0,1942,0.106,177.472,0.261,1942
0.943,['Orquesta Bizarros'],0.449,171891,0.307,0.00315,10,0.0782,-7.707,0,Un Madrigal - Remastered,0,12-01-1942,0.0329,133.648,0.623,1942
0.993,"['Wolfgang Amadeus Mozart', 'Elisabeth Schumann', 'Wiener Philharmoniker']",0.293,228640,0.0297,0.000254,5,0.0919,-26.782,1,"Le nozze di Figaro, K. 492 (Excerpts Sung in German): O säume länger nicht",0,01-01-1942,0.047,102.613,0.194,1942
0.991,['白光'],0.825,144693,0.167,0.762,11,0.0775,-14.835,1,禿子溺坑,2,01-05-1942,0.0907,131.594,0.411,1942
0.994,['Kanan Devi'],0.588,189720,0.233,0.577,3,0.482,-14.819,1,Kon Prabhater Moner Range,0,01-01-1942,0.0839,131.734,0.62,1942
0.989,['Chittoor V. Nagaiah'],0.547,90093,0.183,0.00976,11,0.325,-9.282,1,Kamaneeya Bhoomi (Padyam),0,31-12-1942,0.132,134.42,0.452,1942
0.927,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Bruno Erminero', 'Carlo Tagliabue', ""Coro dell'EIAR di Torino"", 'Dario Caselli', 'Giuseppe Nessi', 'Maria Caniglia', ""Orchestra Sinfonica dell'EIAR di Torino""]",0.681,33627,0.219,0.013,0,0.219,-19.27,1,"Verdi : La forza del destino : Act 2 ""Che vedo!... mio fratello!"" [Leonora, Alcade, Carlos, Chorus, Trabuco]",0,1942,0.313,128.379,0.721,1942
0.918,['Orchestra Studio 7'],0.554,198687,0.0886,0.000318,9,0.113,-18.389,1,O Bar 'e L'Università - Instrument and base Version,0,13-11-1942,0.0426,90.583,0.551,1942
0.993,"['Maurice Ravel', 'Oscar Levant']",0.369,208600,0.028,0.921,6,0.115,-25.886,1,"Sonatine, M. 40: II. Mouvement de menuet",0,1942,0.0452,69.573,0.0604,1942
0.995,['Claudio Villa'],0.259,191033,0.147,0.339,7,0.119,-14.498,1,Carmela,0,13-11-1942,0.0445,79.857,0.381,1942
0.672,['Orchestra Studio 7'],0.322,207517,0.405,2.87E-06,0,0.113,-13.225,0,Speranza - Instrument and base Version,0,13-11-1942,0.038,108.479,0.485,1942
0.99,['Giacomo Rondinella'],0.441,198949,0.257,0.838,0,0.282,-17.395,0,Pullecenella,0,23-11-1942,0.0822,85.217,0.477,1942
0.992,"['George Gershwin', 'Oscar Levant']",0.487,80680,0.164,0.892,0,0.0772,-18.395,0,3 Preludes (Remastered): I. Allegro ben ritmato e deciso,0,1942,0.057,105.956,0.403,1942
0.941,"['Ludwig van Beethoven', 'Wilhelm Kempff', 'Berliner Philharmoniker', 'Peter Raabe']",0.324,1218320,0.132,0.198,3,0.119,-17.031,1,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro moderato",1,1942,0.038,118.346,0.125,1942
0.989,['Luciano Tajoli'],0.426,196180,0.124,0.722,4,0.12,-16.982,1,Cenere,0,23-11-1942,0.0506,121.847,0.395,1942
0.99,['Natalino Otto'],0.75,181603,0.0538,0.941,0,0.0902,-25.348,0,Muchachita,0,23-11-1942,0.0617,123.448,0.345,1942
0.297,['Orchestra Studio 7'],0.533,275435,0.498,0.252,7,0.718,-10.952,1,'O sole mio - Instrument and base Version,0,13-11-1942,0.0288,112.48,0.538,1942
0.976,"['Ludwig van Beethoven', 'Wilhelm Kempff', 'Staatskapelle Berlin', 'Paul van Kempen']",0.302,622560,0.191,0.835,7,0.0937,-17.564,1,"Piano Concerto No. 4 in G Major, Op. 58: III. Rondo: Vivace - Presto",0,1942,0.0407,73.865,0.18,1942
0.993,['Carlo Buti'],0.332,201587,0.059,0.0669,2,0.0852,-17.13,1,Serenata a Maria,0,06-04-1942,0.0418,130.426,0.198,1942
0.951,['Mohammed Rafi'],0.68,329616,0.323,0.161,9,0.195,-10.245,0,Main Sunata Hoon Tujhe Ek Kahani,2,01-12-1942,0.0698,92.11,0.56,1942
0.996,"['Frédéric Chopin', 'Oscar Levant']",0.391,271280,0.0781,0.912,4,0.0946,-19.99,1,"Etude No. 3 in E Major, Op. 10, No. 3 (Remastered)",0,1942,0.0507,80.911,0.0554,1942
0.984,"['Pasupuleti Kannamba', 'C S R Anjaneyulu']",0.533,154400,0.212,0.00579,8,0.215,-13.36,0,Jayahe Trisuiadhari,0,31-12-1942,0.0565,112.903,0.534,1942
0.994,['Claudio Villa'],0.453,192575,0.132,0.0961,0,0.3,-14.881,1,Com'è bello cantà sotto la luna,0,13-11-1942,0.0423,143.176,0.447,1942
0.988,"['Charles Koechlin', 'Bidu Sayão']",0.395,94600,0.0509,0.000118,9,0.0803,-19.686,1,Si tu le veux!,0,1942,0.0465,96.78,0.183,1942
0.995,"['Johann Sebastian Bach', 'Oscar Levant']",0.276,81227,0.247,0.876,10,0.0972,-21.156,1,"Partita No. 1 in B-Flat Major, BWV 825: II. Allemande",0,1942,0.0432,124.741,0.524,1942
0.974,['Noor Jehan'],0.754,194480,0.272,0.418,9,0.139,-12.221,1,Ham Khelenge Aankh Micholi,0,01-12-1942,0.182,83.694,0.871,1942
0.988,"['Franz Liszt', 'Vladimir Horowitz']",0.241,264840,0.00614,0.934,1,0.102,-33.99,1,"Consolation No. 3 in D-Flat Major, S. 172/3",6,1942,0.0396,107.657,0.0809,1942
0.871,"['Claude Debussy', 'Arturo Toscanini']",0.168,489267,0.123,0.731,8,0.0856,-19.269,0,"La Mer, L. 109: I. De l'aube à midi sur la mer",0,1942,0.0384,73.368,0.0482,1942
0.995,"['Parul Ghosh', 'Arun Kumar']",0.652,191228,0.149,0.584,9,0.133,-12.507,1,Aaya Basant Sakhi,0,01-01-1942,0.25,130.687,0.853,1942
0.982,['Giorgio Consolini'],0.418,192313,0.0976,0.61,5,0.43,-18.1,0,Rocce Rosse,1,23-11-1942,0.0415,111.414,0.28,1942
0.957,"['N. Vanaja', 'Malathi']",0.636,145493,0.497,0.727,7,0.222,-6.12,0,Maa Vadhina,0,31-12-1942,0.0508,155.664,0.964,1942
0.964,"['Francisco Canaro', 'Carlos Roldán']",0.707,188373,0.495,0.593,9,0.134,-12.28,1,Candombe Criollo - Remasterizado,0,08-03-1942,0.109,103.622,0.41,1942
0.779,['Mina'],0.529,124473,0.401,1.16E-06,7,0.374,-7.982,1,T' ho visto piangere,1,13-11-1942,0.0323,116.36,0.612,1942
0.577,['Orchestra Studio 7'],0.231,237322,0.366,3.04E-05,0,0.642,-12.126,1,Sta smania 'e te - Instrument and base Version,0,13-11-1942,0.0306,81.595,0.198,1942
0.989,"['Ludwig van Beethoven', 'New York Philharmonic', 'Bruno Walter']",0.318,1151360,0.22,0.933,3,0.117,-14.562,1,"Concerto for Piano and Orchestra No. 5 in E-Flat Major, Op. 73 ""Emperor"": I. Allegro - Instrumental",0,1942,0.0356,137.237,0.106,1942
0.99,['Claudio Villa'],0.357,194638,0.189,0.00267,0,0.137,-13.743,1,Serenata delle serenate,0,13-11-1942,0.0354,99.558,0.523,1942
0.933,['白光'],0.315,204027,0.257,6.01E-05,0,0.28,-11.192,1,黃昏,2,01-05-1942,0.0354,111.016,0.334,1942
0.988,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.582,66227,0.184,0.696,0,0.155,-22.037,1,"Violin Sonata No.9 in A Major, Op. 47 ""Kreutzer"": Variation I",0,1942,0.0735,81.088,0.866,1942
0.915,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Maria Caniglia', ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero']",0.55,64533,0.11,0.000127,10,0.234,-18.849,0,"Verdi : La forza del destino : Act 2 ""Chi mi cerca"" [Padre Guardiano, Leonora, Melitone]",0,1942,0.434,85.923,0.254,1942
0.992,"['Franz Liszt', 'Oscar Levant']",0.483,186053,0.0766,0.877,11,0.0745,-19.477,1,"Valses oubliées, S. 215, No. 1",0,1942,0.0485,76.009,0.084,1942
0.99,"['Wolfgang Amadeus Mozart', 'Maria Cebotari', 'London Philharmonic Orchestra', 'Josef Krips']",0.381,389200,0.103,0.0299,0,0.247,-20.278,1,"Le nozze di Figaro, K. 492 (Excerpts): E Susanna non vien! - Dove sono i bei momenti",0,01-01-1942,0.0684,85.754,0.142,1942
0.938,"['Johannes Brahms', 'Arturo Toscanini']",0.204,306160,0.0679,0.419,2,0.277,-19.627,1,"Serenade No. 2 in A Major, Op. 16: IV. Quasi menuetto",0,1942,0.0409,85.14,0.108,1942
0.925,"['Jean Sibelius', 'Arturo Toscanini']",0.152,533787,0.295,0.527,8,0.0775,-12.268,1,"Finlandia, Op. 26",0,1942,0.0452,70.108,0.0838,1942
0.989,"['Isaac Donayesvsky', 'Paul Robeson Jr.', 'Lawrence Brown']",0.565,137493,0.225,0.000111,2,0.114,-11.572,1,Native Land,0,1942,0.0469,100.432,0.654,1942
0.979,['Carla Boni'],0.665,163161,0.162,1.30E-05,9,0.382,-13.549,1,Jezebel,0,23-11-1942,0.0713,103.431,0.719,1942
0.983,"['Reynaldo Hahn', 'Bidu Sayão', 'Paul Breisach', 'Columbia Concert Orchestra']",0.288,121800,0.209,0.00256,4,0.114,-18.154,1,Si mes vers avaient des ailes,0,1942,0.0391,104.289,0.0407,1942
0.991,"['Frédéric Chopin', 'Vladimir Horowitz']",0.264,356880,0.291,0.909,8,0.0985,-16.078,1,"Polonaise in A-Flat Major, Op. 53 ""Heroic""",6,1942,0.0332,86.866,0.471,1942
0.31,['Orchestra Studio 7'],0.678,155298,0.462,0.000501,0,0.0923,-13.139,0,'A sunnambula - Instrument and base Version,0,13-11-1942,0.0341,140.758,0.515,1942
0.351,['Orchestra Studio 7'],0.327,205166,0.408,0.904,0,0.15,-13.577,0,Speranza - Musical base Version,0,13-11-1942,0.0323,107.887,0.317,1942
0.994,['Carlo Buti'],0.421,209136,0.0481,0.0205,7,0.108,-18.005,1,Firenze sogna,0,30-05-1942,0.045,99.799,0.235,1942
0.841,['Shanta Apte'],0.534,189213,0.479,0.122,11,0.235,-9.35,1,Chhota Sa Sansar Hamara,0,01-12-1942,0.0578,136.911,0.947,1942
0.991,['Noor Jehan'],0.737,180140,0.349,0.914,9,0.156,-12.893,1,Aa Gaya Mere Bagh Ka Mali,0,01-12-1942,0.691,87.775,0.824,1942
0.995,['Vimla'],0.705,188624,0.0263,0.816,9,0.0951,-14.74,1,Sajan Aaye Gali Men Ram Kasam,0,31-12-1942,0.768,65.614,0.945,1942
0.995,['Fakir Mohammad'],0.745,192691,0.128,0.091,9,0.105,-12.024,0,Tu Shama Bane Main Parwana,0,31-12-1942,0.0944,111.055,0.769,1942
0.989,"['Ludwig van Beethoven', 'Rudolf Serkin', 'Bruno Walter']",0.325,585360,0.22,0.924,3,0.0982,-14.717,1,"Concerto No. 5 in E-Flat Major for Piano and Orchestra, Op. 73 ""Emperor"": III. Rondo. Allegro",1,1942,0.0401,88.378,0.161,1942
0.896,"['George Gershwin', 'Oscar Levant', 'Morton Gould', 'Morton Gould Orchestra']",0.395,531307,0.296,0.372,0,0.164,-13.77,1,I Got Rhythm Variations for Piano And Orchestra (Remastered),0,1942,0.0351,119.85,0.152,1942
0.42,['Orchestra Studio 7'],0.74,202893,0.399,0.887,2,0.228,-14.202,1,Malafemmena - Instrument and base Version,0,13-11-1942,0.0294,109.856,0.582,1942
0.988,['Asha Bhosle'],0.77,213804,0.259,0.000236,0,0.232,-10.019,1,Hai Tera Bhi Irada,0,01-01-1942,0.771,119.411,0.609,1942
0.0733,['Orchestra Studio 7'],0.696,191556,0.324,0.0152,4,0.157,-12.883,1,Agata - Instrument and base Version,0,13-11-1942,0.0362,62.434,0.851,1942
0.0135,['Orchestra Studio 7'],0.472,248764,0.336,0.969,10,0.212,-15.19,0,Doce doce - Musical base Version,0,13-11-1942,0.0253,171.81,0.232,1942
0.996,['M.M.Dandapani Desikar'],0.488,117653,0.573,0.899,6,0.859,-12.889,0,Hara Hara,0,31-12-1942,0.0631,104.915,0.716,1942
0.996,"['Nalini Jaywant', 'Satish']",0.595,199117,0.162,0.919,8,0.167,-13.487,1,Na Han Kaho Na Na Kaho,0,31-12-1942,0.286,78.864,0.531,1942
0.892,"['Claude Debussy', 'Arturo Toscanini']",0.184,405440,0.172,0.83,7,0.403,-19.987,1,"Images, L. 122, 2. Ibéria: I. Par les rues et par les chemins",0,1942,0.0466,72.091,0.185,1942
0.959,['Carla Boni'],0.416,199811,0.272,6.67E-05,9,0.307,-11.909,0,Come Giuda,1,23-11-1942,0.159,71.367,0.426,1942
0.958,"['Jerome Kern', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']",0.243,188093,0.118,0.000308,8,0.134,-14.403,1,Ol' Man River from Showboat,0,1942,0.0318,82.592,0.155,1942
0.99,"['Wolfgang Amadeus Mozart', 'Sir John Barbirolli', 'New York Philharmonic']",0.408,558613,0.182,0.861,9,0.0734,-14.076,1,"Clarinet Concerto in A Major, K. 622: III. Rondo. Allegro",0,1942,0.038,116.05,0.51,1942
0.993,['Carla Boni'],0.342,113084,0.12,0.897,0,0.129,-19.948,1,Viale d'autunno,0,23-11-1942,0.0396,128.881,0.188,1942
0.00239,['Orchestra Studio 7'],0.767,137874,0.61,0.912,8,0.101,-16.073,1,Caravan petrol - Musical base Version,0,13-11-1942,0.0612,130.603,0.923,1942
0.484,['Orchestra Studio 7'],0.66,188317,0.411,0,5,0.0925,-12.972,1,Tu vuò fa' l'americano - Instrument and base Version,0,13-11-1942,0.254,94.148,0.784,1942
0.727,['Stan Kenton'],0.63,194493,0.696,0.634,4,0.31,-7.846,0,El Choclo,1,01-01-1942,0.0529,75.809,0.698,1942
0.576,['葛蘭'],0.367,187360,0.243,0,0,0.265,-11.549,1,將來是個謎,1,1942,0.053,135.044,0.349,1942
0.995,"['Johann Sebastian Bach', 'Claudio Arrau']",0.552,118760,0.332,0.914,7,0.182,-20.949,1,"Goldberg Variations, BWV 988: Variation XVII",1,1942,0.0517,100.487,0.894,1942
0.814,['Chapuseaux y Damirón'],0.546,159608,0.398,0.0959,0,0.314,-17.06,1,Puchunguita,0,01-01-1945,0.0671,157.927,0.964,1945
0.992,"['Robert Schumann', 'William Kapell']",0.286,208640,0.0231,0.919,6,0.213,-25.21,1,"3 Romanzen, Op. 28: 2. Einfach",0,1945,0.0329,75.078,0.0931,1945
0.988,"['Modest Mussorgsky', 'William Kapell']",0.65,148707,0.111,0.78,1,0.0886,-19.037,0,Pictures at an Exhibition: Bydlo,0,1945,0.0795,108.19,0.49,1945
0.963,['Sonny Boy Williamson I'],0.612,187324,0.243,0.00104,7,0.19,-14.848,1,Mattie Mae Blues,0,1945,0.108,84.295,0.744,1945
0.142,['Эрих Мария Ремарк'],0.705,97400,0.149,2.09E-06,1,0.31,-19.212,1,Часть 105.2 - Триумфальная арка,0,1945,0.927,107.406,0.557,1945
0.92,"['Modest Mussorgsky', 'William Kapell']",0.402,52760,0.0465,0.581,3,0.254,-23.42,0,Pictures at an Exhibition: Tuileries,0,1945,0.0312,77.36,0.524,1945
0.873,"['Lata Mangeshkar', 'Premnath']",0.243,222973,0.679,4.42E-06,1,0.0846,-10.002,0,Sham-E-Furqat Ka Dhal Gaya Saya,1,01-12-1945,0.115,84.436,0.528,1945
0.0888,['Эрих Мария Ремарк'],0.722,96300,0.179,2.63E-06,2,0.243,-19.127,1,Часть 220.2 - Триумфальная арка,0,1945,0.914,125.327,0.55,1945
0.983,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.635,61467,0.0123,0.955,0,0.107,-27.297,1,"Rhapsody on a Theme of Paganini, Op.43: Variation VII: Meno mosso, a tempo moderato",0,1945,0.0521,83.046,0.61,1945
0.845,"['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']",0.479,46640,0.59,0.846,9,0.57,-14.67,0,"Concerto No. 3 in C, Op.26: Theme and Variations: Variation II: Allegro",0,1945,0.0397,79.756,0.69,1945
0.973,"['Gioachino Rossini', 'Charles Adams Prince', 'Giuseppe Campanari']",0.57,153400,0.234,4.32E-06,7,0.425,-14.026,1,Largo al factotum from Il barbiere di Siviglia - Vocal,2,1945,0.109,65.54,0.378,1945
0.212,['Эрих Мария Ремарк'],0.67,96926,0.17,3.59E-05,0,0.123,-17.906,1,Часть 55.3 & Часть 56.1 - Триумфальная арка,0,1945,0.931,96.324,0.425,1945
0.765,['紫薇'],0.441,307333,0.323,1.18E-05,3,0.0778,-12.259,0,何日君再來,4,01-02-1945,0.0331,96.451,0.39,1945
0.814,"['Gustav Mahler', 'Bruno Walter', 'New York Philharmonic']",0.145,1297000,0.0577,0.934,8,0.195,-20.824,1,I. Allegro maestoso,1,1945,0.0384,75.679,0.0506,1945
0.993,"['Frédéric Chopin', 'William Kapell']",0.333,157427,0.0606,0.865,3,0.0823,-23.601,1,"Mazurka, Op.24, No. 1 in G Minor",0,1945,0.0337,91.429,0.0959,1945
0.849,"['Darius Milhaud', 'Pierre Monteux']",0.302,249360,0.636,0.596,0,0.15,-8.982,1,"Suite symphonique, No. 2, Op. 57 ""Protée"": V. Final - Vif",0,1945,0.0409,73.893,0.28,1945
0.218,['Эрих Мария Ремарк'],0.672,96565,0.248,3.03E-06,0,0.168,-18.726,1,Часть 188.4 & Часть 189.1 - Триумфальная арка,0,1945,0.928,79.559,0.479,1945
0.986,['Adolfo Berón'],0.706,170031,0.107,0.869,4,0.109,-18.853,1,Noches de Atenas,0,12-04-1945,0.0623,110.359,0.358,1945
0.819,"['John Philip Sousa', 'Arturo Toscanini']",0.412,199067,0.766,0.394,2,0.197,-9.897,1,The Stars and Stripes Forever,0,1945,0.0447,130.776,0.78,1945
0.975,"['Johannes Brahms', 'Pierre Monteux']",0.176,761933,0.199,0.167,0,0.103,-15.766,1,"Alto Rhapsody, Op. 53",0,1945,0.0393,104.858,0.044,1945
0.0135,['Federico García Lorca'],0.713,110500,0.149,0,5,0.329,-25.188,0,Capítulo 7.3 - la Casa de Bernarda Alba,0,1945,0.927,70.63,0.71,1945
0.087,['Эрих Мария Ремарк'],0.699,100900,0.158,2.31E-06,0,0.346,-19.158,0,Часть 104.3 & Часть 105.1 - Триумфальная арка,0,1945,0.851,138.732,0.581,1945
0.204,['Эрих Мария Ремарк'],0.715,126855,0.19,5.49E-06,1,0.351,-18.447,1,Часть 113.3 - Триумфальная арка,0,1945,0.918,110.26,0.682,1945
0.896,"['Sergei Prokofiev', 'William Kapell', 'Antal Doráti']",0.356,74067,0.454,0.784,9,0.162,-14.318,0,"Concerto No. 3 in C, Op.26: Theme and Variations: Variation V: Allegro giusto",0,1945,0.0369,82.773,0.479,1945
0.994,"['Wolfgang Amadeus Mozart', 'William Kapell']",0.392,374227,0.0722,0.894,3,0.121,-27.466,1,Adagio II,0,1945,0.0468,92.167,0.253,1945
0.887,['Chapuseaux y Damirón'],0.574,166557,0.48,0.00512,5,0.149,-15.591,1,El Regalito,0,01-01-1945,0.071,101.024,0.967,1945
0.0825,['Эрих Мария Ремарк'],0.608,95919,0.124,0.0027,1,0.117,-21.995,1,Часть 124.2 & Часть 125.1 - Триумфальная арка,0,1945,0.954,189.125,0.591,1945
0.982,"['Francisco Canaro', 'Guillermo Coral', 'Alberto Arenas']",0.624,172787,0.338,0.864,7,0.339,-8.753,1,Pregonera - Remasterizado,0,13-03-1945,0.0459,122.258,0.762,1945
0.995,"['Abram Chasins', 'William Kapell']",0.651,91507,0.0529,0.787,9,0.276,-22.734,1,"Piano Playtime: By the Brook No. 4 (To ""Butten"")",0,1945,0.0469,87.991,0.492,1945
0.981,"['Francisco Canaro', 'Carlos Roldán']",0.545,153400,0.37,0.306,1,0.231,-8.79,0,Llamandote - Remasterizado,0,12-03-1945,0.0838,129.283,0.588,1945
0.182,['Feliciano Brunelli Y Su Orquesta'],0.593,148944,0.904,0.715,8,0.379,-7.327,1,Booguie del Burrito - Remastered,0,12-01-1945,0.153,105.748,0.857,1945
0.988,"['Modest Mussorgsky', 'William Kapell']",0.489,84627,0.237,0.81,7,0.115,-17.411,0,Pictures at an Exhibition: Promenade,0,1945,0.0646,102.848,0.269,1945
0.12,['Эрих Мария Ремарк'],0.627,102500,0.184,0.00998,1,0.108,-19.14,1,Часть 99.4 & Часть 100.1 - Триумфальная арка,0,1945,0.941,176.901,0.626,1945
0.227,['Эрих Мария Ремарк'],0.643,110800,0.152,0,6,0.26,-19.18,1,Часть 119.3 - Триумфальная арка,0,1945,0.948,159.903,0.654,1945
0.967,['Chapuseaux y Damirón'],0.708,141933,0.532,0.554,0,0.13,-9.199,1,Alla Va Eso,0,01-01-1945,0.0567,99.284,0.704,1945
0.138,['Эрих Мария Ремарк'],0.635,104100,0.152,2.26E-06,0,0.241,-20.181,1,Часть 17.2 - Триумфальная арка,0,1945,0.939,84.201,0.629,1945
0.994,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.441,17907,0.151,0.852,2,0.468,-18.048,0,"Rhapsody on a Theme of Paganini, Op.43: Variation II: L'istesso tempo",0,1945,0.0557,82.922,0.975,1945
0.986,"['Francisco Canaro', 'Guillermo Coral']",0.519,177867,0.356,0.326,10,0.163,-7.022,1,Trenzas - Remasterizado,0,12-03-1945,0.154,128.237,0.493,1945
0.0982,['Эрих Мария Ремарк'],0.721,101500,0.191,1.01E-06,1,0.246,-21.336,1,Часть 128.3 - Триумфальная арка,0,1945,0.892,123.477,0.606,1945
0.958,"['Ludwig van Beethoven', 'Joseph Szigeti', 'Bruno Walter', 'New York Philharmonic']",0.199,587467,0.0682,0.346,7,0.093,-24.228,1,"Violin Concerto in D Major, Op. 61: II. Larghetto",0,1945,0.0459,88.172,0.0891,1945
0.0814,['Эрих Мария Ремарк'],0.727,104600,0.133,1.09E-05,1,0.091,-21.513,1,Часть 222.2 - Триумфальная арка,0,1945,0.889,128.445,0.584,1945
0.96,['M. L. Vasanthakumari'],0.499,179440,0.411,0.44,6,0.132,-6.892,1,Radha Sametha Krishna,0,01-12-1945,0.15,88.175,0.915,1945
0.169,['Эрих Мария Ремарк'],0.596,95200,0.172,1.02E-05,1,0.321,-22.664,1,Часть 240.2 - Триумфальная арка,0,1945,0.959,202.175,0.722,1945
0.994,"['Johann Sebastian Bach', 'William Kapell']",0.345,134933,0.0777,0.931,9,0.102,-23.57,1,Allemande (beginning),0,1945,0.0417,68.699,0.232,1945
0.913,['William Kapell'],0.704,1325093,0.223,0,2,0.326,-24.48,0,Interview with William Kapell,0,1945,0.935,112.485,0.403,1945
0.391,['Эрих Мария Ремарк'],0.713,95088,0.149,1.48E-06,0,0.228,-18.187,1,Часть 49.4 & Часть 50.1 - Триумфальная арка,0,1945,0.68,128.624,0.623,1945
0.133,['Эрих Мария Ремарк'],0.709,97500,0.226,0.000341,11,0.0807,-21.546,0,Часть 174.2 - Триумфальная арка,0,1945,0.801,112.419,0.463,1945
0.911,"['Felix Mendelssohn', 'Marlboro Festival Octet']",0.443,266840,0.229,0.876,7,0.0967,-21.741,0,"III. Scherzo: Allegro leggierissimo from Octet in E-flat Major, Op. 20",0,1945,0.0377,142.336,0.453,1945
0.209,['Эрих Мария Ремарк'],0.701,131400,0.191,4.61E-05,6,0.101,-19.733,0,Часть 105.4 & Часть 106.1 - Триумфальная арка,0,1945,0.953,104.702,0.677,1945
0.982,['M. S. Subbulakshmi'],0.251,262560,0.202,0.000106,1,0.111,-12.465,1,Pannedum Naalai,0,01-12-1945,0.0352,68.109,0.287,1945
0.994,['Shamshad Begum'],0.448,191790,0.182,0.747,1,0.178,-13.124,1,Naina Bhar Aaye Neer,0,01-01-1945,0.0918,69.041,0.315,1945
0.0503,['Эрих Мария Ремарк'],0.692,114700,0.138,2.22E-06,8,0.0828,-21.447,1,Часть 231.4 - Триумфальная арка,0,1945,0.918,138.63,0.55,1945
0.0905,['Эрих Мария Ремарк'],0.712,103200,0.181,1.59E-05,5,0.0715,-21.36,0,Часть 156.5 & Часть 157.1 - Триумфальная арка,0,1945,0.819,127.172,0.457,1945
0.983,['M. S. Subbulakshmi'],0.378,152213,0.547,0.000983,3,0.49,-4.655,1,Giridhara Gopala,0,03-11-1945,0.0315,84.344,0.902,1945
0.993,"['Orkestr Borisa Shermana', 'Boris Sherman', 'Rostislav Pljatt', 'Vasiliy Kachalov']",0.548,160628,0.0841,0.345,3,0.511,-14.989,0,Dve foreli (starinnaja pesenka),0,01-01-1945,0.187,133.598,0.358,1945
